name,time,contextswitch_,cpu_0_cpu_idle,cpu_0_cpu_interrupt,cpu_0_cpu_nice,cpu_0_cpu_softirq,cpu_0_cpu_steal,cpu_0_cpu_system,cpu_0_cpu_user,cpu_0_cpu_wait,cpu_1_cpu_idle,cpu_1_cpu_interrupt,cpu_1_cpu_nice,cpu_1_cpu_softirq,cpu_1_cpu_steal,cpu_1_cpu_system,cpu_1_cpu_user,cpu_1_cpu_wait,cpu_2_cpu_idle,cpu_2_cpu_interrupt,cpu_2_cpu_nice,cpu_2_cpu_softirq,cpu_2_cpu_steal,cpu_2_cpu_system,cpu_2_cpu_user,cpu_2_cpu_wait,cpu_3_cpu_idle,cpu_3_cpu_interrupt,cpu_3_cpu_nice,cpu_3_cpu_softirq,cpu_3_cpu_steal,cpu_3_cpu_system,cpu_3_cpu_user,cpu_3_cpu_wait,cpusleep_,hugepages_mm-1048576Kb_free,hugepages_mm-1048576Kb_used,hugepages_mm-2048Kb_free,hugepages_mm-2048Kb_used,hugepages_node0-1048576Kb_free,hugepages_node0-1048576Kb_used,hugepages_node0-2048Kb_free,hugepages_node0-2048Kb_used,interface_ens3_if_dropped_rx,interface_ens3_if_errors_rx,interface_ens3_if_octets_tx,interface_ens3_if_packets_tx,interface_ens4_if_dropped_tx,interface_ens4_if_errors_rx,interface_ens4_if_octets_rx,interface_ens4_if_packets_rx,interface_lo_if_dropped_rx,interface_lo_if_errors_rx,interface_lo_if_octets_tx,interface_lo_if_packets_rx,interface_virbr0-nic_if_dropped_tx,interface_virbr0-nic_if_errors_rx,interface_virbr0-nic_if_octets_rx,interface_virbr0-nic_if_packets_rx,interface_virbr0_if_dropped_rx,interface_virbr0_if_errors_rx,interface_virbr0_if_octets_rx,interface_virbr0_if_packets_tx,ipc_msg_headers,ipc_msg_queues,ipc_msg_space,ipc_sem_arrays,ipc_sem_total,ipc_shm_,ipc_shm_rss,ipc_shm_swapped,ipc_shm_total,irq_0,irq_1,irq_11,irq_12,irq_14,irq_15,irq_24,irq_25,irq_26,irq_27,irq_28,irq_29,irq_30,irq_31,irq_4,irq_6,irq_8,irq_9,irq_CAL,irq_DFR,irq_ERR,irq_IWI,irq_LOC,irq_MCE,irq_MCP,irq_MIS,irq_NMI,irq_PIN,irq_PIW,irq_PMI,irq_RES,irq_RTR,irq_SPU,irq_THR,irq_TLB,irq_TRM,memory_buffered,memory_cached,memory_free,memory_slab_recl,memory_slab_unrecl,memory_used,numa_node0_interleave_hit,numa_node0_local_node,numa_node0_numa_foreign,numa_node0_numa_hit,numa_node0_numa_miss,numa_node0_other_node,processes_,processes_blocked,processes_paging,processes_running,processes_sleeping,processes_stopped,processes_zombies,swap_cached,swap_free,swap_in,swap_out,swap_used
net_filter,1.56412E+18,410750361,622930109,0,11111,18854,195836,2104663,2147831,1257763,622791041,0,11877,105484,177695,2073567,2099692,1006106,619590217,0,14530,109636,269866,2182427,2132098,2152029,621349557,0,14758,656678,237956,2009946,2028890,909874,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584663,0,0,1.80051E+11,2666047034,0,0,4257429414,4422732,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628639,15,0,0,0,90762389,0,475605907,45694,0,376448790,1496883,1182,3,0,0,118327676,0,0,1,245613669,0,83820,0,0,0,0,0,64983411,0,0,0,39758235,0,276635648,1299472384,2247352320,214376448,29659136,75538432,4528,18732065774,0,18732065774,0,0,800416,1,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410749809,622929114,0,11111,18854,195831,2104662,2147830,1257763,622790041,0,11877,105484,177693,2073567,2099692,1006106,619589218,0,14530,109636,269864,2182427,2132098,2152029,621348563,0,14758,656678,237953,2009944,2028890,909872,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584653,0,0,1.80051E+11,2666047034,0,0,4257419787,4422722,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628638,15,0,0,0,90762359,0,475605892,45694,0,376448790,1496883,1182,3,0,0,118327614,0,0,1,245613325,0,83820,0,0,0,0,0,64983335,0,0,0,39758204,0,276635648,1299472384,2247532544,214376448,29462528,75554816,4528,18732065483,0,18732065483,0,0,800414,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410749245,622928118,0,11111,18854,195825,2104660,2147830,1257763,622789042,0,11877,105484,177691,2073567,2099692,1006106,619588219,0,14530,109636,269860,2182427,2132098,2152029,621347569,0,14758,656678,237950,2009942,2028890,909869,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584644,0,0,1.80051E+11,2666047034,0,0,4257412086,4422714,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628637,15,0,0,0,90762355,0,475605880,45694,0,376448790,1496883,1182,3,0,0,118327587,0,0,1,245612997,0,83820,0,0,0,0,0,64983272,0,0,0,39758181,0,276635648,1299472384,2247532544,214376448,29462528,75554816,4528,18732065200,0,18732065200,0,0,800413,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410748465,622927121,0,11111,18853,195819,2104658,2147828,1257763,622788043,0,11877,105484,177688,2073566,2099692,1006106,619587220,0,14530,109636,269856,2182427,2132098,2152029,621346594,0,14758,656678,237941,2009941,2028889,909848,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584631,0,0,1.80051E+11,2666047034,0,0,4257402393,4422704,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628636,15,0,0,0,90761955,0,475605866,45694,0,376448790,1496883,1182,3,0,0,118327177,0,0,1,245612628,0,83820,0,0,0,0,0,64983196,0,0,0,39758154,0,276635648,1299472384,2247434240,214376448,29528064,75587584,4528,18732064905,0,18732064905,0,0,800412,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410747774,622926124,0,11111,18853,195816,2104658,2147827,1257763,622787044,0,11877,105484,177686,2073566,2099692,1006106,619586224,0,14530,109636,269851,2182424,2132098,2152029,621345613,0,14758,656678,237937,2009941,2028889,909832,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584620,0,0,1.80051E+11,2666047034,0,0,4257394657,4422696,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628635,15,0,0,0,90761772,0,475605851,45694,0,376448790,1496883,1182,3,0,0,118326952,0,0,1,245612239,0,83820,0,0,0,0,0,64983103,0,0,0,39758102,0,276635648,1299472384,2247434240,214376448,29495296,75620352,4528,18732064619,0,18732064619,0,0,800411,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410747150,622925130,0,11111,18853,195809,2104657,2147826,1257763,622786044,0,11877,105484,177684,2073566,2099692,1006106,619585229,0,14530,109636,269844,2182422,2132098,2152029,621344624,0,14758,656678,237929,2009940,2028888,909826,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584609,0,0,1.80051E+11,2666047034,0,0,4257384946,4422686,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628634,15,0,0,0,90761560,0,475605839,45694,0,376448790,1496883,1182,3,0,0,118326665,0,0,1,245611851,0,83820,0,0,0,0,0,64983010,0,0,0,39758006,0,276635648,1299472384,2247467008,214376448,29462528,75620352,4528,18732064328,0,18732064328,0,0,800410,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410746520,622924132,0,11111,18853,195804,2104656,2147826,1257763,622785046,0,11877,105484,177682,2073566,2099692,1006106,619584236,0,14530,109636,269838,2182418,2132097,2152029,621343640,0,14758,656678,237921,2009938,2028888,909814,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584597,0,0,1.80051E+11,2666047034,0,0,4257375306,4422676,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628633,15,0,0,0,90761457,0,475605825,45694,0,376448790,1496883,1182,3,0,0,118326485,0,0,1,245611431,0,83820,0,0,0,0,0,64982913,0,0,0,39757925,0,276635648,1299472384,2247434240,214376448,29462528,75653120,4528,18732064031,0,18732064031,0,0,800409,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410745924,622923134,0,11111,18853,195798,2104655,2147826,1257763,622784046,0,11877,105484,177680,2073566,2099692,1006106,619583244,0,14530,109636,269835,2182412,2132097,2152029,621342643,0,14758,656677,237916,2009938,2028888,909814,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584587,0,0,1.80051E+11,2666047034,0,0,4257367641,4422668,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628632,15,0,0,0,90761452,0,475605812,45694,0,376448790,1496883,1182,3,0,0,118326428,0,0,1,245611030,0,83820,0,0,0,0,0,64982813,0,0,0,39757873,0,276635648,1299472384,2247401472,214376448,29462528,75685888,4528,18732063768,0,18732063768,0,0,800408,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410745272,622922139,0,11111,18853,195796,2104653,2147826,1257763,622783046,0,11877,105484,177678,2073566,2099692,1006106,619582247,0,14530,109636,269832,2182411,2132097,2152029,621341663,0,14758,656677,237914,2009936,2028888,909798,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584574,0,0,1.80051E+11,2666047034,0,0,4257358054,4422658,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628631,15,0,0,0,90761290,0,475605796,45694,0,376448790,1496883,1182,3,0,0,118326222,0,0,1,245610637,0,83820,0,0,0,0,0,64982713,0,0,0,39757830,0,276635648,1299472384,2247401472,214376448,29462528,75685888,4528,18732063454,0,18732063454,0,0,800407,0,0,0,134,0,0,0,0,0,0,0
net_filter,1.56412E+18,410744755,622921142,0,11111,18853,195793,2104652,2147825,1257763,622782048,0,11877,105484,177677,2073565,2099692,1006106,619581250,0,14530,109636,269830,2182410,2132096,2152029,621340664,0,14758,656677,237913,2009936,2028888,909798,0,0,0,0,0,0,0,0,0,0,0,1.93311E+11,2670584565,0,0,1.80051E+11,2666047034,0,0,4257350326,4422650,0,0,0,0,0,0,0,0,0,32000,0,1,1,3,24576,0,24576,36,10,628630,15,0,0,0,90761286,0,475605784,45694,0,376448790,1496883,1182,3,0,0,118326141,0,0,1,245610300,0,83820,0,0,0,0,0,64982649,0,0,0,39757753,0,276635648,1299464192,2247565312,214376448,29462528,75530240,4528,18732063173,0,18732063173,0,0,800406,0,0,0,134,0,0,0,0,0,0,0
