name,time,bandwidth,throughput,traffic
kpi_tcp,1563368036000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563368027000000000,9.89134e+07,111280128,tcp_100M
kpi_tcp,1563368016000000000,1.48895e+07,18612224,tcp_15M
kpi_tcp,1563368006000000000,3.7837e+08,425670938,tcp_1000M
kpi_tcp,1563367996000000000,1.48789e+08,185991168,tcp_150M
kpi_tcp,1563367986000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367977000000000,9.89132e+07,111280128,tcp_100M
kpi_tcp,1563367966000000000,1.48894e+07,18612224,tcp_15M
kpi_tcp,1563367957000000000,4.06103e+08,456871458,tcp_1000M
kpi_tcp,1563367946000000000,1.4858e+08,185729024,tcp_150M
kpi_tcp,1563367937000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367927000000000,9.89132e+07,111280128,tcp_100M
kpi_tcp,1563367916000000000,1.48894e+07,18612224,tcp_15M
kpi_tcp,1563367906000000000,4.08735e+08,459833652,tcp_1000M
kpi_tcp,1563367896000000000,1.4879e+08,185991168,tcp_150M
kpi_tcp,1563367886000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367877000000000,9.90301e+07,111411200,tcp_100M
kpi_tcp,1563367866000000000,1.48894e+07,18612224,tcp_15M
kpi_tcp,1563367857000000000,4.10704e+08,462047438,tcp_1000M
kpi_tcp,1563367846000000000,1.4879e+08,185991168,tcp_150M
kpi_tcp,1563367837000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367827000000000,9.89127e+07,111280128,tcp_100M
kpi_tcp,1563367817000000000,1.48895e+07,18612224,tcp_15M
kpi_tcp,1563367807000000000,3.97484e+08,447175578,tcp_1000M
kpi_tcp,1563367797000000000,1.4858e+08,185729024,tcp_150M
kpi_tcp,1563367787000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367778000000000,9.89129e+07,111280128,tcp_100M
kpi_tcp,1563367766000000000,1.48894e+07,18612224,tcp_15M
kpi_tcp,1563367757000000000,4.01089e+08,451230722,tcp_1000M
kpi_tcp,1563367747000000000,1.4879e+08,185991168,tcp_150M
kpi_tcp,1563367737000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367728000000000,9.89132e+07,111280128,tcp_100M
kpi_tcp,1563367717000000000,1.48895e+07,18612224,tcp_15M
kpi_tcp,1563367707000000000,4.13174e+08,464828064,tcp_1000M
kpi_tcp,1563367697000000000,1.4858e+08,185729024,tcp_150M
kpi_tcp,1563367687000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367678000000000,9.89134e+07,111280128,tcp_100M
kpi_tcp,1563367667000000000,1.48895e+07,18612224,tcp_15M
kpi_tcp,1563367657000000000,3.88809e+08,437415686,tcp_1000M
kpi_tcp,1563367647000000000,1.48579e+08,185729024,tcp_150M
kpi_tcp,1563367637000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367628000000000,9.89134e+07,111280128,tcp_100M
kpi_tcp,1563367616000000000,1.48894e+07,18612224,tcp_15M
kpi_tcp,1563367607000000000,4.09385e+08,460566566,tcp_1000M
kpi_tcp,1563367596000000000,1.4879e+08,185991168,tcp_150M
kpi_tcp,1563367587000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367577000000000,9.89129e+07,111280128,tcp_100M
kpi_tcp,1563367566000000000,1.48894e+07,18612224,tcp_15M
kpi_tcp,1563367556000000000,4.15081e+08,466971846,tcp_1000M
kpi_tcp,1563367546000000000,1.4879e+08,185991168,tcp_150M
kpi_tcp,1563367536000000000,1.04855e+06,1179648,tcp_5M
kpi_tcp,1563367527000000000,9.89134e+07,111280128,tcp_100M
